@relation vectors26_test

@attribute Subject {system,it,data,sharing,program,agreements,standards,Resources,A-130,Standards,providers,maintenance,personnel,community,management,provider,CDN,product,remove,peering,crowds,replication,research,Peering,condition,increases,relationships,instance,PA,System,protocols,information,CDNs,functions,s,host,policies,ensures,delegation,conjunction,terms,algorithms,Mediator,resources,entities,arrangement,rols,content,decision,traffic,Registry,servers,access,Repository,Agent,requirements,negotiations,distribution,redirection,assignment,â,Server,registry}
@attribute S-TAG {NN,PRP,NNS,VBG,NNP,NNPS,VB,VBZ,VBP}
@attribute S-NER {O,TITLE,ORGANIZATION,MISC}
@attribute S-Type {'abstract entity',null,'physical entity'}
@attribute Verb {use,for,have,shall,mitigate,from,publish,collects,at,prioritize,support,becoming,within,collect,complete,to,handle,accept,with,establish,sharing,maintain,provide,define,accommodate,test,operate,in,of,null,about,â,peering,CDN,remove,enabling,allow,on,determining,be,requires,share,allows,through,achieve,consider,specify,identifies,passes,discover,performs,predicting,configure,participating,regarding,enables,exchange,do,improving,decrease,reduce,is,initiates,In,ensures,under,are,perform,between,as,generates,encapsulates,discovering,register,supplies,provides,establishing,acquire,by,using,assist,serving,disseminating,publishes,registers}
@attribute V-TAG {VB,IN,MD,VBZ,VBG,TO,NN,null,VBP}
@attribute V-CAT {transitive,null,intransitive}
@attribute V-Process {N,Y,null}
@attribute Object {longitude,timestamps,minimum,administrator,able,attacks,shutdown,data,it,rate,handling,observations,available,sources,minutes,them,receipt,seconds,check,request,minute,information,requests,users,operations,environment,tools,support,service,staff,methods,criteria,rules,standards,documentation,system,technologies,contributions,delivery,Plan,A-130,Resources,requirements,Management,outlined,Institute,NIST,Standards,B,providers,network,metadata,restrictions,communications,access,€,assists,CDNs,resources,CDN,peering,internetworking,need,demand,â,compensation,participants,undertaken,research,s,scale/reach,sharing,increases,entities,administration,interactions,relationships,coordination,activities,roles,PA,peers,process,performance,protocols,participating,availability,validation,load,cost,server,replicates,event,trigger,hotspot,content,end-users,host,permitted,policies,agent,mediator,SLA-allocator,enforced,caching,selection,serversâ,servers,basis,PA.,conjunction,established,there,replicated,taken,redirected,resource,details,created,arrangement,administer,set,module,negotiations,PAs,used,conduit,approach,others,performed,DNS,clusters,cluster,levels,gateways,SR.,provider}
@attribute O-TAG {NN,NNS,JJ,PRP,VBG,NNP,VBN,NNPS,$,VBZ,VB,RB}
@attribute O-NER {O,TITLE,CAUSE_OF_DEATH,DURATION,ORGANIZATION,MONEY,MISC,STATE_OR_PROVINCE}
@attribute O-Type {'abstract entity',null,'physical entity'}
@attribute label string

@data
System,NNP,MISC,'abstract entity',configure,VB,transitive,Y,protocols,NNS,O,'abstract entity',?
System,NNP,MISC,'abstract entity',configure,VB,transitive,Y,protocols,NNS,O,'abstract entity',?
protocols,NNS,O,'abstract entity',participating,VBG,intransitive,Y,CDNs,NNS,O,null,?
protocols,NNS,O,'abstract entity',allow,VBP,transitive,N,participating,VBG,O,null,?
information,NN,O,'abstract entity',regarding,VBG,transitive,N,availability,NN,O,'abstract entity',?
protocols,NNS,O,'abstract entity',allow,VBP,transitive,N,participating,VBG,O,null,?
information,NN,O,'abstract entity',regarding,VBG,transitive,N,availability,NN,O,'abstract entity',?
Peering,VBG,O,null,enables,VBZ,transitive,N,CDNs,NNS,O,null,?
CDNs,NNS,O,null,exchange,NN,intransitive,N,information,NN,O,'abstract entity',?
Peering,VBG,O,null,enables,VBZ,transitive,N,CDNs,NNS,O,null,?
system,NN,O,'abstract entity',do,VBP,intransitive,N,validation,NN,O,'abstract entity',?
system,NN,O,'abstract entity',do,VBP,intransitive,N,peering,VBG,O,null,?
system,NN,O,'abstract entity',improving,VBG,transitive,N,performance,NN,O,'abstract entity',?
system,NN,O,'abstract entity',of,IN,null,N,access,NN,O,'abstract entity',?
system,NN,O,'abstract entity',decrease,NN,intransitive,N,access,NN,O,'abstract entity',?
system,NN,O,'abstract entity',improving,VBG,transitive,N,delivery,NN,O,'abstract entity',?
system,NN,O,'abstract entity',reduce,VB,intransitive,Y,load,NN,O,'physical entity',?
system,NN,O,'abstract entity',decrease,NN,intransitive,N,cost,NN,O,'abstract entity',?
system,NN,O,'abstract entity',improving,VBG,transitive,N,performance,NN,O,'abstract entity',?
system,NN,O,'abstract entity',improving,VBG,transitive,N,delivery,NN,O,'abstract entity',?
functions,NNS,O,'abstract entity',is,VBZ,intransitive,N,server,NN,O,'physical entity',?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,replicates,VBZ,O,null,?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,server,NN,O,'physical entity',?
functions,NNS,O,'abstract entity',is,VBZ,intransitive,N,replicates,VBZ,O,null,?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,event,NN,O,'abstract entity',?
it,PRP,O,'abstract entity',initiates,VBZ,transitive,Y,trigger,VB,O,'physical entity',?
functions,NNS,O,'abstract entity',In,IN,null,N,hotspot,NN,O,'physical entity',?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,hotspot,NN,O,'physical entity',?
functions,NNS,O,'abstract entity',In,IN,null,N,event,NN,O,'abstract entity',?
host,NN,TITLE,'physical entity',ensures,VBZ,transitive,N,content,NN,O,'abstract entity',?
policies,NNS,O,'abstract entity',with,IN,null,N,CDNs,NNS,O,null,?
ensures,VBZ,O,null,to,TO,null,N,end-users,NNS,O,'physical entity',?
host,NN,TITLE,'physical entity',ensures,VBZ,transitive,N,delivery,NN,O,'abstract entity',?
host,NN,TITLE,'physical entity',ensures,VBZ,transitive,N,end-users,NNS,O,'physical entity',?
functions,NNS,O,'abstract entity',is,VBZ,intransitive,N,host,NN,TITLE,'physical entity',?
ensures,VBZ,O,null,of,IN,null,N,content,NN,O,'abstract entity',?
host,NN,TITLE,'physical entity',ensures,VBZ,transitive,N,end-users,NNS,O,'physical entity',?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,host,NN,TITLE,'physical entity',?
delegation,NN,O,'abstract entity',is,VBZ,intransitive,N,permitted,VBN,O,null,?
delegation,NN,O,'abstract entity',under,IN,null,N,policies,NNS,O,'abstract entity',?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,agent,NN,O,'physical entity',?
conjunction,NN,O,'abstract entity',with,IN,null,N,mediator,NN,TITLE,'physical entity',?
functions,NNS,O,'abstract entity',is,VBZ,intransitive,N,agent,NN,O,'physical entity',?
functions,NNS,O,'abstract entity',is,VBZ,intransitive,N,SLA-allocator,NN,MISC,null,?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,SLA-allocator,NN,MISC,null,?
terms,NNS,O,'abstract entity',are,VBP,intransitive,N,enforced,VBN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,selection,NN,O,'abstract entity',?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,selection,NN,O,'abstract entity',?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,selection,NN,O,'abstract entity',?
functions,NNS,O,'abstract entity',is,VBZ,intransitive,N,serversâ,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',between,IN,null,N,servers,NNS,O,'physical entity',?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,selection,NN,O,'abstract entity',?
algorithms,NNS,O,'abstract entity',between,IN,null,N,servers,NNS,O,'physical entity',?
s,NNS,O,'abstract entity',is,VBZ,intransitive,N,serversâ,NN,O,null,?
algorithms,NNS,O,'abstract entity',between,IN,null,N,servers,NNS,O,'physical entity',?
algorithms,NNS,O,'abstract entity',between,IN,null,N,servers,NNS,O,'physical entity',?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
algorithms,NNS,O,'abstract entity',perform,VB,intransitive,N,caching,NN,O,null,?
Mediator,NN,TITLE,'physical entity',as,IN,null,N,relationships,NNS,O,'abstract entity',?
Mediator,NN,TITLE,'physical entity',generates,VBZ,transitive,Y,requirements,NNS,O,'abstract entity',?
Mediator,NN,TITLE,'physical entity',as,IN,null,N,relationships,NNS,O,'abstract entity',?
Mediator,NN,TITLE,'physical entity',as,IN,null,N,basis,NN,O,'abstract entity',?
Mediator,NNP,TITLE,'physical entity',to,TO,null,N,PA.,NNP,STATE_OR_PROVINCE,'physical entity',?
Mediator,NNP,TITLE,'physical entity',passes,VBZ,intransitive,N,requirements,NNS,O,'abstract entity',?
resources,NNS,O,'abstract entity',with,IN,null,N,CDNs,NNS,O,null,?
Mediator,NN,TITLE,'physical entity',discover,VB,transitive,N,resources,NNS,O,'abstract entity',?
resources,NNS,O,'abstract entity',with,IN,null,N,CDNs,NNS,O,null,?
conjunction,NN,O,'abstract entity',with,IN,null,N,PA,NN,STATE_OR_PROVINCE,'physical entity',?
Mediator,NN,TITLE,'physical entity',in,IN,null,N,PA,NN,STATE_OR_PROVINCE,'physical entity',?
Mediator,NN,TITLE,'physical entity',in,IN,null,N,conjunction,NN,O,'abstract entity',?
resources,NNS,O,'abstract entity',with,IN,null,N,CDNs,NNS,O,null,?
Mediator,NN,TITLE,'physical entity',discover,VB,transitive,N,resources,NNS,O,'abstract entity',?
Mediator,NN,TITLE,'physical entity',in,IN,null,N,PA,NN,STATE_OR_PROVINCE,'physical entity',?
resources,NNS,O,'abstract entity',with,IN,null,N,CDNs,NNS,O,null,?
entities,NNS,O,null,are,VBP,intransitive,N,able,JJ,O,null,?
entities,NNS,O,null,are,VBP,intransitive,N,able,JJ,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
rols,NNS,O,null,to,TO,null,N,servers,NNS,O,'physical entity',?
content,NN,O,'abstract entity',is,VBZ,intransitive,N,there,RB,O,'physical entity',?
rols,NNS,O,null,to,TO,null,N,CDNs,NNS,O,null,?
content,NN,O,'abstract entity',is,VBZ,intransitive,N,replicated,VBN,O,null,?
decision,NN,O,'abstract entity',is,VBZ,intransitive,N,taken,VBN,O,null,?
rols,NNS,O,null,is,VBZ,intransitive,N,redirected,VBN,O,null,?
decision,NN,O,'abstract entity',is,VBZ,intransitive,N,taken,VBN,O,null,?
traffic,NN,O,'abstract entity',is,VBZ,intransitive,N,requests,NNS,O,'abstract entity',?
rols,NNS,O,null,to,TO,null,N,CDNs,NNS,O,null,?
Registry,NNP,O,'abstract entity',encapsulates,VBZ,transitive,Y,CDN,NN,O,null,?
Registry,NNP,O,'abstract entity',discovering,VBG,transitive,N,resources,NNS,O,'abstract entity',?
servers,NNS,O,'physical entity',register,VB,intransitive,Y,resource,NN,O,'abstract entity',?
servers,NNS,O,'physical entity',register,VB,intransitive,Y,service,NN,O,'abstract entity',?
servers,NNS,O,'physical entity',register,VB,intransitive,Y,details,NNS,O,'abstract entity',?
Registry,NNP,O,'abstract entity',discovering,VBG,transitive,N,resources,NNS,O,'abstract entity',?
Registry,NNP,O,'abstract entity',supplies,VBZ,transitive,N,information,NN,O,'abstract entity',?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
instance,NN,O,'abstract entity',is,VBZ,intransitive,N,created,VBN,O,null,?
arrangement,NN,O,'abstract entity',is,VBZ,intransitive,N,established,VBN,O,null,?
access,NN,O,'abstract entity',in,IN,null,N,arrangement,NN,O,'abstract entity',?
Repository,NNP,O,'physical entity',provides,VBZ,transitive,Y,rules,NNS,O,'abstract entity',?
Repository,NNP,O,'physical entity',to,TO,null,N,administer,VB,O,null,?
Repository,NNP,O,'physical entity',provides,VBZ,transitive,Y,set,NN,O,'abstract entity',?
Agent,NNP,O,'physical entity',as,IN,null,N,module,NN,O,'abstract entity',?
Agent,NNP,O,'physical entity',as,IN,null,N,module,NN,O,'abstract entity',?
Agent,NNP,O,'physical entity',establishing,VBG,transitive,N,negotiations,NNS,O,'abstract entity',?
requirements,NNS,O,'abstract entity',with,IN,null,N,PAs,NNS,O,'abstract entity',?
Peering,VBG,O,null,is,VBZ,intransitive,N,mediator,NN,TITLE,'physical entity',?
negotiations,NNS,O,'abstract entity',from,IN,null,N,them,PRP,O,null,?
Peering,VBG,O,null,is,VBZ,intransitive,N,used,VBN,O,null,?
Peering,VBG,O,null,establish,VB,transitive,N,negotiations,NNS,O,'abstract entity',?
Peering,VBG,O,null,establish,VB,transitive,N,peers,NNS,O,'physical entity',?
negotiations,NNS,O,'abstract entity',acquire,VB,intransitive,Y,resources,NNS,O,'abstract entity',?
negotiations,NNS,O,'abstract entity',with,IN,null,N,peers,NNS,O,'physical entity',?
Peering,VBG,O,null,as,IN,null,N,conduit,NN,O,'physical entity',?
Peering,VBG,O,null,establish,VB,transitive,N,peers,NNS,O,'physical entity',?
Peering,VBG,O,null,by,IN,null,N,mediator,NN,TITLE,'physical entity',?
Peering,VBG,O,null,establish,VB,transitive,N,PAs,NNS,O,'abstract entity',?
replication,NN,O,'abstract entity',using,VBG,transitive,N,approach,NN,O,'abstract entity',?
CDNs,NNS,O,null,assist,VB,intransitive,N,others,NNS,O,null,?
replication,NN,O,'abstract entity',using,VBG,transitive,N,approach,NN,O,'abstract entity',?
CDNs,NNS,O,null,assist,VB,intransitive,N,others,NNS,O,null,?
replication,NN,O,'abstract entity',using,VBG,transitive,N,approach,NN,O,'abstract entity',?
replication,NN,O,'abstract entity',using,VBG,transitive,N,approach,NN,O,'abstract entity',?
replication,NN,O,'abstract entity',is,VBZ,intransitive,N,performed,VBN,O,null,?
CDNs,NNS,O,null,serving,VBG,intransitive,N,data,NNS,O,'abstract entity',?
CDNs,NNS,O,null,serving,VBG,intransitive,N,data,NNS,O,'abstract entity',?
information,NN,O,'abstract entity',disseminating,VBG,transitive,Y,it,PRP,O,'abstract entity',?
distribution,NN,O,'abstract entity',is,VBZ,intransitive,N,performed,VBN,O,null,?
redirection,NN,O,null,â,VBP,null,N,DNS,NNP,O,null,?
redirection,NN,O,null,â,VBP,null,N,clusters,NNS,O,'abstract entity',?
servers,NNS,O,'physical entity',in,IN,null,N,cluster,NN,O,'abstract entity',?
assignment,NN,O,'abstract entity',is,VBZ,intransitive,N,performed,VBN,O,null,?
assignment,NN,O,'abstract entity',is,VBZ,intransitive,N,levels,NNS,O,'abstract entity',?
assignment,NN,O,'abstract entity',is,VBZ,intransitive,N,levels,NNS,O,'abstract entity',?
â,VBP,O,null,at,IN,null,N,clusters,NNS,O,'abstract entity',?
redirection,NN,O,null,â,VBP,null,N,gateways,NNS,O,'physical entity',?
â,VBP,O,null,at,IN,null,N,clusters,NNS,O,'abstract entity',?
â,VBP,O,null,at,IN,null,N,DNS,NNP,O,null,?
â,VBP,O,null,at,IN,null,N,gateways,NNS,O,'physical entity',?
redirection,NN,O,null,â,VBP,null,N,clusters,NNS,O,'abstract entity',?
redirection,NN,O,null,â,VBP,null,N,€,$,O,null,?
Server,NN,O,'physical entity',to,TO,null,N,SR.,NNP,O,'physical entity',?
Server,NN,O,'physical entity',publishes,VBZ,transitive,Y,information,NN,O,'abstract entity',?
Server,NN,O,'physical entity',publishes,VBZ,transitive,Y,resource,NN,O,'abstract entity',?
registry,NN,O,'abstract entity',registers,VBZ,intransitive,Y,resources,NNS,O,'abstract entity',?
registry,NN,O,'abstract entity',registers,VBZ,intransitive,Y,resources,NNS,O,'abstract entity',?
registry,NN,O,'abstract entity',at,IN,null,N,provider,NN,O,'physical entity',?
